ENTITY_ID,TOTAL_RECIEVE_ADDRESSES,TOTAL_RECIEVE_TRANSACTIONS,TOTAL_BTC_RECEIVED,TOTAL_SPEND_ADDRESSES,TOTAL_SPEND_TRANSACTIONS,TOTAL_BTC_SPENT
1089041228,1,1,0.000000,0,0,0.000000
1089050290,2,2,0.017792,0,0,0.000000
1089041552,2,1,0.000167,1,1,0.000334
1089048300,1,9,0.045000,0,0,0.000000
1089052903,2,1,0.016510,0,0,0.000000
1089038855,2,1,0.000388,1,1,0.000007
1089052152,2,2,0.002994,0,0,0.000000
1089052258,2,2,0.109542,0,0,0.000000
1089045995,2,1,0.026949,0,0,0.000000
1089053053,2,1,0.000774,0,0,0.000000
1089051771,2,1,0.000075,1,1,0.000150
1077259834,1,0,0.000062,1,1,0.000124
1089036748,2,1,0.019993,0,0,0.000000
1089043260,2,1,0.000147,1,1,0.000294
214748364833,2,0,0.005753,2,1,0.011506
1089051009,1,1,0.314000,0,0,0.000000
1089038469,2,1,108.073395,1,1,216.144310
1089042922,2,1,0.000167,1,1,0.000334
981864862,1,0,0.010383,1,1,0.020766
498216206349,1,5,0.000827,1,2,0.000840
1089050534,2,1,9.018460,0,0,0.000000
1089053431,1,2,0.001252,0,0,0.000000
1089046719,2,1,0.001939,0,0,0.000000
42949673022,2,1,0.000552,2,1,0.000552
1089040599,1,1,0.000000,0,0,0.000000
1089047532,2,1,0.445191,1,1,0.006068
1089048428,1,31,0.310000,0,0,0.000000
1089054627,2,10,0.390890,0,0,0.000000
1089048478,2,1,0.001897,2,2,0.003794
1089043392,2,1,0.000167,1,1,0.000334
1089055444,1,2,0.012800,0,0,0.000000
1089038499,2,1,0.058271,1,1,0.115810
1089042583,2,1,0.000188,1,1,0.000376
1089052600,2,1,0.000005,0,0,0.000000
1089041150,2,1,0.000183,1,1,0.000366
1089040539,1,1,0.000000,0,0,0.000000
1089055146,2,1,0.001770,0,0,0.000000
1089042292,2,1,0.000169,1,1,0.000338
1089039781,2,1,0.000056,1,1,0.000112
506806140990,2,4,0.000455,2,1,0.000720
1089050857,2,1,0.003686,0,0,0.000000
1089043395,2,1,0.000160,1,1,0.000320
1089053566,2,1,0.255993,0,0,0.000000
1089048481,2,1,0.001863,2,2,0.003726
1089042830,1,1,0.000000,0,0,0.000000
317827580000,2,0,0.016201,2,1,0.032402
1089033349,1,0,0.003482,1,1,0.003482
1089054657,2,1,0.000560,2,2,0.001151
1089028808,1,0,0.000192,1,1,0.000384
1089033616,1,0,0.006269,1,1,0.012538
1088408741,1,0,0.003974,1,1,0.007948
1003010048,1,0,0.218928,1,1,0.437856
1089053008,1,1,0.025846,0,0,0.000000
1089038484,2,1,0.008422,0,0,0.000000
1089051994,2,4,0.067800,0,0,0.000000
1089052138,2,2,0.003856,0,0,0.000000
1089038663,1,2,0.005158,0,0,0.000000
1089042618,2,1,0.000153,1,1,0.000306
1089038747,1,1,0.000009,1,1,0.000018
1089055112,1,2,0.000010,0,0,0.000000
1089054560,2,1,0.000224,1,1,0.000011
1089049239,2,1,0.000318,0,0,0.000000
1089041614,1,1,0.000000,0,0,0.000000
1089045730,2,1,0.000478,1,1,0.000956
1088653135,1,0,0.000114,1,1,0.000228
1089033643,1,0,0.004669,1,1,0.004669
1088874145,3,0,0.003106,3,3,0.003106
1089026805,1,0,0.001532,1,1,0.003064
249108103179,1,0,0.016777,1,1,0.016777
918717600,1,0,0.014172,1,1,0.028344
1089045100,2,1,0.000074,1,1,0.000148
1089050389,1,1,0.002934,0,0,0.000000
1089053580,2,1,0.003038,0,0,0.000000
1089041078,1,1,0.000000,0,0,0.000000
1089055073,1,2,0.000010,0,0,0.000000
1089036782,1,3,3.368709,0,0,0.000000
1088751979,1,0,0.000272,1,1,0.000544
171798691873,4,0,0.010161,4,1,0.010161
1082502737,1,0,0.020024,1,1,0.040048
1089045573,2,1,0.000094,1,1,0.000188
1089039104,1,1,0.026864,0,0,0.000000
1089036011,1,0,0.010195,1,1,0.030585
1089052508,2,2,0.012592,0,0,0.000000
1089033012,1,0,4.078716,1,1,8.157432
1089047400,2,1,1.655512,1,1,3.297594
1089036977,1,1,0.000005,0,0,0.000000
1089043975,1,1,0.000000,0,0,0.000000
1089043704,1,1,0.000000,0,0,0.000000
824633720837,1,3,0.004147,1,3,0.007272
1089046662,2,1,0.000757,0,0,0.000000
1089052883,1,1,0.031874,0,0,0.000000
111669149769,1,3,0.000843,1,1,0.001146
1089026394,1,0,0.003729,1,1,0.014916
1088737792,1,0,0.010206,1,1,0.020412
1089035524,1,0,17.925587,1,1,35.851174
1089053989,2,1,2.617317,0,0,0.000000
1089053109,2,1,0.005575,0,0,0.000000
1088627370,1,0,0.012488,1,1,0.024976
1088996814,1,0,0.029177,1,1,0.058354
463856467983,1,13,0.105130,1,1,0.026994
1089050792,1,2,0.000000,0,0,0.000000
1089049320,2,1,0.002607,0,0,0.000000
1089040493,1,1,0.000000,0,0,0.000000
1089053315,2,1,0.003551,0,0,0.000000
1089039435,2,1,0.000026,1,1,0.000052
1089054890,2,2,0.000116,0,0,0.000000
1088976794,1,0,0.306946,1,1,0.613892
1089053334,1,1,0.000218,0,0,0.000000
1089047565,2,1,0.028662,0,0,0.000000
1089026246,1,0,0.001516,1,1,0.003032
1089041025,1,1,0.000000,0,0,0.000000
1089038064,2,1,0.012936,0,0,0.000000
1089046853,1,1,0.001380,0,0,0.000000
1089055437,2,1,0.030384,0,0,0.000000
1085235843,1,0,0.007416,1,1,0.014832
1088769656,1,0,0.001594,1,1,0.003188
1089040541,1,1,0.000000,0,0,0.000000
1089043068,1,1,0.000000,0,0,0.000000
1057297797,1,0,0.597248,1,1,0.597248
1089050308,1,2,0.041940,0,0,0.000000
1088423238,1,0,0.003659,1,1,0.007318
1089041340,1,1,0.000000,0,0,0.000000
1089053192,2,1,0.062424,1,1,0.001944
1087261312,1,0,0.000728,1,1,0.001456
438086664252,2,0,0.003197,2,1,0.006394
1088622030,1,0,0.063813,1,1,0.063813
1089053971,5,1,0.078880,0,0,0.000000
1089044056,1,1,0.000000,0,0,0.000000
1089040389,3,1,0.000030,0,0,0.000000
171798691863,3,13,0.112837,3,4,0.269006
1089051798,1,1,0.000005,0,0,0.000000
1089051937,1,1,0.000131,0,0,0.000000
1089043602,1,1,0.000000,0,0,0.000000
1089053294,1,7,0.175077,0,0,0.000000
1089042716,1,1,0.000000,0,0,0.000000
1089038916,2,1,0.000135,2,2,0.000270
1089043358,2,1,0.000169,1,1,0.000338
1089042378,1,1,0.000000,0,0,0.000000
1089048981,1,2,0.004998,0,0,0.000000
1185410973752,1,2,0.002502,1,1,0.001680
1089040818,2,1,0.000155,1,1,0.000310
1088878021,1,0,0.015835,1,1,0.031670
1089048160,2,1,0.005426,0,0,0.000000
1089044059,1,1,0.000000,0,0,0.000000
1089036366,1,2,0.023864,0,0,0.000000
1089049119,1,4,0.294856,0,0,0.000000
1089045697,2,1,0.000112,1,1,0.000224
1089040080,2,1,0.000008,1,1,0.000016
1089035659,1,0,0.053478,1,1,0.053478
1089021808,1,0,0.003625,1,1,0.003625
1089037470,2,1,0.000357,1,1,0.000011
1089051158,2,1,0.019403,0,0,0.000000
1089051179,2,1,0.001520,1,1,0.000022
1088971451,1,0,0.042316,1,1,0.084632
1089051541,2,1,0.000005,0,0,0.000000
1087288173,1,0,0.001238,1,1,0.001238
1088813702,1,0,0.000628,1,1,0.001256
1088477321,1,0,0.074191,1,1,0.148382
1089050911,1,1,0.000013,1,1,0.000013
206158430223,2,0,0.002211,2,1,0.002211
1089032997,1,0,0.003066,1,1,0.003066
1089055743,2,1,0.002916,1,1,0.005832
1089048654,2,1,0.645780,0,0,0.000000
1089024440,1,0,0.001143,1,1,0.002286
1086706314,1,0,0.002244,1,1,0.004488
1084841581,1,0,0.025713,1,1,0.051426
1089049619,1,11,0.103048,0,0,0.000000
1089043848,2,1,0.000139,1,1,0.000278
1089040239,1,2,0.000010,0,0,0.000000
1089042183,1,1,0.000000,0,0,0.000000
1089040597,1,1,0.000000,0,0,0.000000
1089053346,2,1,1.579527,0,0,0.000000
1089037236,1,2,0.001564,0,0,0.000000
1089048561,2,1,0.000003,0,0,0.000000
1089042813,2,1,0.000160,1,1,0.000320
1089052977,1,1,0.013662,0,0,0.000000
1089042955,1,1,0.000000,0,0,0.000000
1089043794,1,1,0.000000,0,0,0.000000
1089038090,2,1,0.000003,0,0,0.000000
1089045836,2,1,0.000300,1,1,0.000600
1089049921,1,1,0.063924,0,0,0.000000
1089048617,2,1,0.000192,1,1,0.000007
1089044996,2,1,0.000095,1,1,0.000190
34359738392,1,3,0.003050,1,1,0.004396
1089046759,1,2,0.090000,1,1,0.045000
240518168627,2,0,0.017142,2,1,0.034284
1088327081,1,0,0.152672,1,1,0.152672
455266533429,2,0,0.008079,2,1,0.016158
1088561697,1,0,0.000157,1,1,0.000157
1089040826,1,1,0.000000,0,0,0.000000
1089054637,1,1,0.000005,0,0,0.000000
1089036390,1,1,0.004080,0,0,0.000000
1085771388,1,0,0.248736,1,1,0.497472
1089051037,1,2,0.000984,0,0,0.000000
1088952823,1,0,0.000375,1,1,0.000750
1089048101,1,1,0.000005,0,0,0.000000
1089055820,2,1,0.008996,0,0,0.000000
1089040711,1,1,0.000000,0,0,0.000000
1089041808,1,1,0.000000,0,0,0.000000
1089036996,1,1,1.699635,0,0,0.000000
1089052134,2,2,0.004212,0,0,0.000000
1089050594,2,1,0.001806,0,0,0.000000
1089040893,2,1,0.000064,1,1,0.000128
146028888102,4,7,0.052072,4,2,0.051726
1089055133,2,1,0.000220,0,0,0.000000
1089050865,2,1,0.000329,0,0,0.000000
1089039213,2,3,0.055323,0,0,0.000000
1089048986,13,1,1.098788,1,1,22.054767
1089040561,2,1,0.000170,1,1,0.000340
1089055932,6,1,27.297444,0,0,0.000000
1089046231,1,22,0.112398,0,0,0.000000
1089035953,1,0,0.000489,1,1,0.000978
429496729621,1,2,0.002502,1,1,0.001680
1089045803,2,1,0.000305,1,1,0.000610
1089049806,4,1,0.328829,0,0,0.000000
1089051261,2,1,0.000330,1,1,0.000022
1055584060,1,0,0.006443,1,1,0.012886
1089039433,2,1,0.000031,1,1,0.000062
1089047737,2,1,0.000401,1,1,0.000011
1089046593,1,1,0.000724,0,0,0.000000
1089047622,2,1,0.000005,0,0,0.000000
1089055986,1,2,0.000010,0,0,0.000000
1089047406,2,1,0.000005,0,0,0.000000
77309411381,3,0,0.006333,3,1,0.012666
1089054293,48,1,0.793657,0,0,0.000000
1089043616,1,1,0.000000,0,0,0.000000
17179869200,11,10,5.862561,11,4,8.400027
609885356048,1,0,0.000074,1,1,0.000074
1089055895,2,1,0.002813,0,0,0.000000
1089056005,2,1,0.000881,0,0,0.000000
1089047816,1,1,0.000005,0,0,0.000000
1089055836,3,1,0.000025,0,0,0.000000
1089039060,10,1,0.022901,1,1,0.000565
1089049077,49,2,12.401158,1,1,0.010416
1087822174,1,0,0.000641,1,1,0.001282
1089046254,5,1,0.654851,0,0,0.000000
163208757296,2,0,0.008992,2,1,0.017984
1089038053,2,1,0.000010,0,0,0.000000
1089054943,3,1,0.000025,0,0,0.000000
1089053579,2,1,0.009685,0,0,0.000000
1089054580,2,1,0.001330,1,1,0.000009
1089036585,2,1,0.046863,0,0,0.000000
1089043009,1,1,0.000000,0,0,0.000000
128849018903,3,0,0.025215,3,1,0.050430
1089036622,2,1,0.427541,0,0,0.000000
17179869195,2,0,0.002633,2,1,0.005266
1089038068,4,1,0.015163,1,1,0.060556
1087366301,1,0,0.001524,1,1,0.001524
1089024951,1,0,0.002280,1,1,0.004560
1088764656,1,0,0.124900,1,1,0.249800
1088971953,1,0,0.081814,1,1,0.163628
154618822717,4,0,0.047770,4,1,0.095540
1089045497,2,1,0.000079,1,1,0.000158
1089038495,2,1,0.002014,1,1,0.004008
1089043987,2,1,0.000229,1,1,0.000458
1086707787,1,0,0.001863,1,1,0.003726
1089053670,2,1,0.004528,0,0,0.000000
1089038596,1,1,0.000005,0,0,0.000000
1089047598,2,1,0.000005,0,0,0.000000
1089027388,1,0,0.001428,1,1,0.001428
8589934613,10,14,0.318502,10,1,0.130120
1089041943,1,1,0.000000,0,0,0.000000
300647710735,1,0,0.000884,1,1,0.000884
1089046704,1,1,0.004864,0,0,0.000000
1089036556,2,1,0.003000,0,0,0.000000
1089054478,2,1,0.000455,2,2,0.000910
1089049713,1,3,0.002577,0,0,0.000000
1089046157,12,1,1.163558,1,1,0.004220
1089040268,2,1,0.000016,1,1,0.000032
1089038189,2,1,0.034885,0,0,0.000000
1088970387,1,0,0.001552,1,1,0.003104
1089036066,2,1,2.684068,1,1,5.367414
1089052342,2,1,0.000027,2,2,0.000047
1089055494,2,1,0.001753,2,2,0.003506
1089044969,2,1,0.000085,1,1,0.000170
17179869198,2,0,0.028844,2,1,0.057688
111669149787,12,1,0.010643,12,1,0.021286
1089046087,8,5,6.349284,3,3,3.049812
1089041195,2,1,0.000169,1,1,0.000338
1089055385,2,1,0.006266,0,0,0.000000
1089045180,2,1,0.000065,1,1,0.000130
1089054615,2,1,0.001473,1,1,0.000011
1089049960,1,1,0.000397,1,1,0.000794
1089052812,2,1,0.044076,1,1,0.087736
1089052893,2,1,0.001632,0,0,0.000000
85899346007,2,3,0.084300,2,2,0.126540
1089040184,2,1,0.011026,1,1,0.014862
1089056003,1,1,0.000085,0,0,0.000000
1089039532,2,1,0.000041,1,1,0.000082
154618822660,2,0,0.009851,2,1,0.019702
1089051173,2,2,0.048164,0,0,0.000000
1089039463,2,1,0.000028,1,1,0.000056
1089050430,1,1,0.000127,0,0,0.000000
1089041960,1,1,0.000000,0,0,0.000000
1089050281,2,1,0.001686,0,0,0.000000
1089046347,2,3,0.012516,1,1,0.007426
1089038549,1,1,0.009609,0,0,0.000000
1089040979,2,1,0.000158,1,1,0.000316
1089049484,6,1,0.035438,1,1,0.134480
1089046313,2,1,0.000226,0,0,0.000000
1089053129,4,1,0.430661,0,0,0.000000
1088432273,1,0,0.001197,1,1,0.002394
1254130450506,2,4,0.003023,2,1,0.006356
1089051346,2,1,0.000064,2,2,0.000117
1086867574,1,0,0.003690,1,1,0.007380
1088997224,2,0,0.016468,2,2,0.016468
1089049411,2,1,0.346000,1,1,0.690300
1089045842,2,1,0.000286,1,1,0.000572
1089037249,2,1,0.000005,0,0,0.000000
1089041442,2,1,0.000155,1,1,0.000310
1089041490,1,1,0.000000,0,0,0.000000
687194767365,3,0,0.005018,3,1,0.010036
1089036929,2,1,0.000024,1,1,0.000016
1089051946,2,1,4.999995,0,0,0.000000
1089051667,1,4,0.082036,0,0,0.000000
1089038917,2,1,0.000005,0,0,0.000000
1089048153,1,1,0.000005,0,0,0.000000
1089053121,1,1,0.000908,0,0,0.000000
1089042732,1,1,0.000000,0,0,0.000000
1089050890,2,1,0.469294,0,0,0.000000
575525617672,2,0,0.035748,2,1,0.071496
1089043139,2,1,0.000170,1,1,0.000340
1089055062,1,2,0.000010,0,0,0.000000
498216206419,1,1,0.005710,1,1,0.005710
1089054553,1,1,0.000005,0,0,0.000000
1089027949,1,0,0.000046,1,1,0.000230
1089055240,2,1,0.113801,1,1,0.003849
1089036670,2,1,0.000678,0,0,0.000000
1086679778,1,0,0.008737,1,1,0.017474
1076551122,1,0,3.400000,1,1,6.800000
1089035217,1,0,0.012125,1,1,0.012125
1088446648,1,0,1.304745,1,1,2.609490
1089040510,1,1,0.000000,0,0,0.000000
403726925859,2,2,0.005300,2,1,0.005310
1089038797,2,1,0.000912,2,2,0.001815
1089049450,2,1,0.034519,1,1,0.272408
17179869219,6,0,0.006280,6,1,0.006280
1089050884,2,1,0.302383,0,0,0.000000
1089054192,2,1,2.110524,0,0,0.000000
1089053255,6,1,0.506473,0,0,0.000000
1331439861780,1,2,0.002502,1,1,0.001680
274877906980,1,1,0.016126,1,1,0.032252
1089044620,2,1,0.000571,1,1,0.001142
1089045447,2,1,0.000063,1,1,0.000126
1089039446,2,1,0.000041,1,1,0.000082
1089040825,1,1,0.000000,0,0,0.000000
1089050300,2,1,0.959218,1,1,7.200000
1089049003,2,1,0.004329,1,1,0.004238
1089045312,2,1,0.000080,1,1,0.000160
1089040207,2,1,0.000011,1,1,0.000022
1089047669,1,1,0.000011,1,1,0.000022
1089050880,2,1,0.002127,0,0,0.000000
1089048761,2,1,0.000005,0,0,0.000000
1089048695,2,1,0.010999,0,0,0.000000
1089044755,2,1,0.000104,1,1,0.000208
1088463311,1,0,0.009790,1,1,0.019580
1088993837,1,0,0.002242,1,1,0.004484
1089049270,2,1,0.001675,0,0,0.000000
1089053416,1,2,0.000312,0,0,0.000000
1088466341,1,0,0.100531,1,1,0.201062
1089048814,2,1,0.001768,1,1,0.000018
1089051070,1,1,0.001626,0,0,0.000000
1089037316,1,1,0.000005,0,0,0.000000
1089038584,2,1,0.002612,2,2,0.005215
1089037202,2,1,0.000173,0,0,0.000000
395136991261,2,0,0.007512,2,1,0.015024
326417514507,3,0,0.001437,3,1,0.002874
1089021529,1,0,0.658889,1,1,1.317778
1088451460,2,0,0.022050,2,2,0.022050
1089052494,2,1,0.008706,0,0,0.000000
1087279846,1,0,0.000229,1,1,0.000458
1086955883,1,0,0.739622,1,1,1.479244
1089040224,2,1,0.000005,0,0,0.000000
1089048377,1,1,0.001482,0,0,0.000000
1089055024,2,1,0.026573,0,0,0.000000
1089036181,2,1,8.294424,0,0,0.000000
1089051401,1,1,0.000005,0,0,0.000000
1089040934,2,1,0.000183,1,1,0.000366
1089049902,2,2,0.025036,0,0,0.000000
1089051582,2,1,9.691608,1,1,19.381148
1088840961,1,0,0.000109,1,1,0.000218
1089034134,1,0,0.020770,1,1,0.041540
1089051410,2,1,0.000117,1,1,0.000011
1088467045,1,0,0.061987,1,1,0.123974
1089043755,2,1,0.000055,1,1,0.000110
1089055846,2,1,0.048346,0,0,0.000000
1089048661,1,1,0.032390,0,0,0.000000
1089041639,2,1,0.000186,1,1,0.000372
1089054466,2,1,0.000269,2,2,0.000538
1088503517,1,0,0.030084,1,1,0.060168
1089054872,2,1,0.000474,1,1,0.000093
1089037947,1,1,0.000005,0,0,0.000000
1089055309,1,2,0.020000,0,0,0.000000
1088887236,1,0,0.157529,1,1,0.472587
1089048911,2,1,0.000181,2,2,0.000353
